CustomerID,SalesOrderID,OrderDate,TotalDue,CustomerOrderRowNumber
11041,51460,2013-06-16,2630.4194,1
11042,51577,2013-06-23,2563.589,1
11042,68609,2014-03-19,875.5357,2
11043,57638,2013-10-08,14.3429,1
11043,64496,2014-01-18,38.675,2
11044,44073,2011-07-31,3729.364,1
11044,70074,2014-04-06,2574.639,2
11044,70374,2014-04-10,895.4036,3
11045,55973,2013-09-10,71.7919,1
11045,69572,2014-03-31,55.239,2
11046,43960,2011-07-09,3729.364,1
11046,69653,2014-03-31,886.0222,2
11046,70651,2014-04-14,2696.189,3
11047,43948,2011-07-06,3756.989,1
11047,70087,2014-04-06,820.2968,2
11047,71132,2014-04-21,2696.189,3
11048,43980,2011-07-13,3729.364,1
11048,70820,2014-04-16,829.0815,2
11048,73924,2014-05-27,2622.1098,3
11049,54129,2013-08-09,82.8529,1
11049,69583,2014-03-31,6.9394,2
11050,44029,2011-07-23,3729.364,1
11050,54526,2013-08-16,944.7419,2
11050,71147,2014-04-21,858.9607,3
11051,74155,2014-05-31,65.1729,1
11051,74253,2014-06-03,71.7919,2
11052,44012,2011-07-20,3729.364,1
11052,51582,2013-06-23,2582.6834,2
11052,58766,2013-10-27,2673.0613,3
11053,51505,2013-06-19,2574.6279,1
11054,43944,2011-07-06,3756.989,1
11054,51350,2013-06-09,2656.3869,2
11054,59127,2013-10-30,2673.0613,3
11055,43926,2011-07-03,3729.364,1
11055,52271,2013-07-07,2646.4419,2
11055,59695,2013-11-07,2649.8453,3
11056,44058,2011-07-29,3729.364,1
11056,52207,2013-07-06,2666.8623,2
11056,59194,2013-10-31,2673.0613,3
11057,44040,2011-07-25,3729.364,1
11057,51682,2013-06-29,2563.589,2
11057,58402,2013-10-21,2644.3313,3
11058,44180,2011-08-09,3756.989,1
11058,51292,2013-06-06,2624.3529,2
11058,59464,2013-11-04,2732.7203,3
11059,52933,2013-07-21,85.0408,1
11059,54200,2013-08-11,16.5529,2
11059,54480,2013-08-16,27.614,3
11060,44220,2011-08-19,3756.989,1
11060,51293,2013-06-06,2563.589,2
11060,60884,2013-11-25,2688.5092,3
11061,44190,2011-08-13,3729.364,1
11061,51237,2013-06-02,2618.8058,2
11061,60168,2013-11-14,2634.3974,3
11062,51347,2013-06-09,2598.9158,1
11063,51431,2013-06-14,2622.1098,1
11064,51646,2013-06-27,2547.0029,1
11065,52558,2013-07-13,216.9005,1
11065,74538,2014-06-12,6.9394,2
11066,59178,2013-10-31,46.7194,1
11066,66656,2014-02-19,43.0729,2
11067,64472,2014-01-18,6.9394,1
11067,74615,2014-06-14,109.9144,2
11068,57197,2013-09-30,42.5094,1
11068,62476,2013-12-20,16.5529,2
11068,67965,2014-03-10,66.2006,3
11069,44416,2011-09-17,3756.989,1
11069,51667,2013-06-28,2563.589,2
11069,59465,2013-11-04,2634.3974,3
11070,44467,2011-09-28,3756.989,1
11070,51385,2013-06-11,2591.4681,2
11070,60939,2013-11-26,2674.4757,3
11071,53667,2013-08-01,30.1444,1
11071,54593,2013-08-18,16.5529,2
11071,72067,2014-05-03,75.1069,3
11072,44323,2011-08-31,3756.989,1
11072,51386,2013-06-11,2647.5358,2
11072,60240,2013-11-15,2649.8453,3
11073,54892,2013-08-23,114.8758,1
11073,59841,2013-11-10,71.7919,2
11073,64686,2014-01-21,25.3819,3
11074,54893,2013-08-23,55.2169,1
11074,57536,2013-10-06,38.9292,2
11074,58717,2013-10-27,9.934,3
11075,44468,2011-09-28,3729.364,1
11075,51491,2013-06-18,2535.964,2
11075,60835,2013-11-24,2649.8453,3
11076,44437,2011-09-21,3756.989,1
11076,51239,2013-06-02,2624.3529,2
11076,60628,2013-11-21,2634.3974,3
11077,44407,2011-09-15,3729.364,1
11077,51651,2013-06-27,2624.3529,2
11077,60042,2013-11-12,2673.0613,3
11078,52789,2013-07-18,71.2394,1
11078,53993,2013-08-07,13.1937,2
11078,54214,2013-08-11,62.9408,3
11078,54268,2013-08-12,27.614,4
11078,56449,2013-09-19,76.2119,5
11078,57281,2013-10-01,38.675,6
11078,57969,2013-10-14,65.1729,7
11078,58429,2013-10-22,33.1279,8
11078,58490,2013-10-23,82.8529,9
11078,61443,2013-12-03,59.659,10
11078,62245,2013-12-16,178.2255,11
11078,62413,2013-12-19,8.0444,12
11078,67668,2014-03-05,77.339,13
11078,68285,2014-03-15,38.664,14
11078,68288,2014-03-15,28.1554,15
11078,73869,2014-05-27,15.4479,16
11078,75084,2014-06-30,132.6,17
11079,54436,2013-08-15,11.039,1
11079,65460,2014-01-31,25.3819,2
11079,74254,2014-06-03,27.614,3
11080,44379,2011-09-10,3729.364,1
11080,51448,2013-06-15,2607.7779,2
11080,60764,2013-11-23,2728.3003,3
11081,52649,2013-07-15,41.2055,1
11081,56136,2013-09-13,74.0019,2
11082,51592,2013-06-24,2574.639,1
11082,70231,2014-04-08,862.8061,2
11083,51325,2013-06-08,2646.4419,1
11083,70362,2014-04-10,820.2968,2
11084,51289,2013-06-06,2566.1194,1
11084,71270,2014-04-23,835.7447,2
11085,72476,2014-05-08,82.8529,1
11085,74479,2014-06-10,59.6479,2
11086,61384,2013-12-02,59.6479,1
11086,73610,2014-05-23,109.9144,2
11087,53299,2013-07-28,180.104,1
11087,63918,2014-01-09,41.2055,2
11088,51445,2013-06-15,2614.9383,1
11088,70654,2014-04-14,895.4036,2
11089,51194,2013-05-31,2598.9158,1
11089,71077,2014-04-20,924.1336,2
11090,45389,2012-01-07,3953.9884,1
11090,51679,2013-06-29,2623.7894,2
11090,71269,2014-04-23,830.2307,3
11091,51925,2013-07-01,15.4479,1
11091,52420,2013-07-11,59.659,2
11091,54113,2013-08-09,64.6094,3
11091,54391,2013-08-14,14.2987,4
11091,54831,2013-08-22,82.3004,5
11091,55572,2013-09-03,42.9624,6
11091,55626,2013-09-04,30.6859,7
11091,56448,2013-09-19,44.1779,8
11091,56816,2013-09-26,5.514,9
11091,57494,2013-10-05,6.9394,10
11091,59427,2013-11-04,35.6584,11
11091,59522,2013-11-05,77.339,12
11091,60531,2013-11-20,2.5305,13
11091,61333,2013-12-01,38.6529,14
11091,62597,2013-12-22,110.0249,15
11091,63516,2014-01-03,127.0308,16
11091,63636,2014-01-05,28.1554,17
11091,64475,2014-01-18,34.5534,18
11091,66157,2014-02-11,38.664,19
11091,68151,2014-03-13,159.6615,20
11091,69332,2014-03-30,79.0959,21
11091,70203,2014-04-08,38.675,22
11091,70264,2014-04-09,38.5535,23
11091,73198,2014-05-18,30.1444,24
11091,73431,2014-05-21,8.0444,25
11091,73594,2014-05-23,30.1444,26
11091,74373,2014-06-07,38.664,27
11091,74480,2014-06-10,32.0229,28
11092,44364,2011-09-08,3729.364,1
11092,51432,2013-06-14,2587.8769,2
11092,60629,2013-11-21,2644.3313,3
11093,44355,2011-09-07,3756.989,1
11093,51352,2013-06-09,2608.8498,2
11093,59760,2013-11-08,2673.0613,3
11094,55816,2013-09-07,33.1279,1
11094,64684,2014-01-21,141.3848,2
11094,74557,2014-06-13,86.1458,3
11095,44325,2011-09-01,3729.364,1
11095,51683,2013-06-29,2612.1758,2
11095,60885,2013-11-25,2673.0613,3
11096,44387,2011-09-11,3729.364,1
11096,53176,2013-07-25,2535.964,2
11096,63115,2013-12-30,2644.3313,3
11097,44337,2011-09-04,3729.364,1
11097,54519,2013-08-16,2547.0029,2
11097,62750,2013-12-24,2673.0613,3
11098,52579,2013-07-14,33.1279,1
11098,63890,2014-01-09,59.659,2
11098,68475,2014-03-18,5.514,3
11099,44356,2011-09-07,3756.989,1
11099,53971,2013-08-06,2612.1758,2
11099,61367,2013-12-01,2709.5042,3
11100,44412,2011-09-16,3729.364,1
11100,54928,2013-08-23,2651.4144,2
11100,63819,2014-01-07,2649.8453,3
11101,44475,2011-09-29,3756.989,1
11101,51668,2013-06-28,2696.189,2
11101,61165,2013-11-29,2676.9067,3
11102,62239,2013-12-16,8.7848,1
11102,67645,2014-03-05,27.614,2
11102,72645,2014-05-11,77.3169,3
11103,44408,2011-09-15,3729.364,1
11103,51384,2013-06-11,2639.2373,2
11103,59636,2013-11-06,2673.0613,3
11104,44589,2011-10-04,3756.989,1
11104,51594,2013-06-24,2580.1529,2
11104,60241,2013-11-15,2694.0563,3
11105,44655,2011-10-14,3756.989,1
11105,51235,2013-06-02,2535.964,2
11105,59561,2013-11-05,2653.1161,3
11106,44679,2011-10-18,3756.989,1
11106,51236,2013-06-02,2535.964,2
11106,60242,2013-11-15,2634.3974,3
11107,44574,2011-10-01,3729.364,1
11107,51447,2013-06-15,2626.5408,2
11107,60612,2013-11-21,2673.0613,3
11108,44581,2011-10-03,3729.364,1
11108,51215,2013-06-01,2574.639,2
11108,60747,2013-11-23,2673.0613,3
11109,44627,2011-10-10,3729.364,1
11109,51420,2013-06-13,2737.0408,2
11109,60818,2013-11-24,2644.3313,3
11110,44575,2011-10-01,3756.989,1
11110,54367,2013-08-13,2535.964,2
11110,64674,2014-01-20,2649.8453,3
11111,44690,2011-10-20,3756.989,1
11111,54307,2013-08-12,2562.4508,2
11111,64789,2014-01-22,2671.9453,3
11112,44712,2011-10-25,3729.364,1
11112,55860,2013-09-07,2763.5719,2
11112,65625,2014-02-02,2673.0613,3
11113,52072,2013-07-04,55.2169,1
11113,52474,2013-07-12,57.4158,2
11113,56547,2013-09-21,8.7848,3
11114,54594,2013-08-18,8.7848,1
11114,62700,2013-12-24,55.2169,2
11114,73942,2014-05-28,71.7919,3
11115,52526,2013-07-13,30.1444,1
11115,73651,2014-05-24,8.7848,2
11115,74279,2014-06-04,86.7204,3
11116,54433,2013-08-15,30.1444,1
11116,61977,2013-12-12,125.3844,2
11116,68478,2014-03-18,8.7848,3
11117,44601,2011-10-06,3756.989,1
11117,51216,2013-06-01,2614.3637,2
11117,60886,2013-11-25,2673.0613,3
11118,61856,2013-12-10,86.1016,1
11118,70457,2014-04-12,41.9127,2
11118,75034,2014-06-28,8.7848,3
11119,52164,2013-07-06,38.9292,1
11119,71358,2014-04-25,55.239,2
11120,44657,2011-10-14,3729.364,1
11120,56903,2013-09-27,2645.8783,2
11120,66697,2014-02-19,2732.7092,3
11121,60772,2013-11-24,8.7848,1
11121,65022,2014-01-27,38.9292,2
11121,70025,2014-04-06,16.5529,3
11122,53080,2013-07-24,8.7848,1
11122,61373,2013-12-02,11.039,2
11122,64738,2014-01-22,27.614,3
11123,56345,2013-09-17,41.9127,1
11123,68404,2014-03-17,8.7848,2
11123,75001,2014-06-27,114.8758,3
11124,44595,2011-10-05,3756.989,1
11124,51649,2013-06-27,2552.5169,2
11124,60434,2013-11-18,2673.0613,3
11125,52030,2013-07-03,8.7848,1
11125,53927,2013-08-06,43.6144,2
11125,61444,2013-12-03,35.6584,3
11126,44728,2011-10-28,3756.989,1
11126,56683,2013-09-23,877.1048,2
11126,70014,2014-04-05,860.3751,3
11127,55981,2013-09-10,4.409,1
11127,67537,2014-03-03,44.189,2
11128,60469,2013-11-19,59.6479,1
11128,64097,2014-01-12,99.4058,2
11129,45382,2012-01-06,3953.9884,1
11129,51381,2013-06-11,2535.964,2
11130,72683,2014-05-11,41.2055,1
11131,68646,2014-03-20,26.4869,1
11131,71456,2014-04-26,62.9629,2
11131,72371,2014-05-07,33.1279,3
11131,73665,2014-05-24,5.514,4
11131,74941,2014-06-25,55.239,5
11132,55957,2013-09-09,2620.9937,1
11133,74212,2014-06-01,79.5158,1
11134,44582,2011-10-03,3756.989,1
11134,60741,2013-11-23,850.2865,2
11134,70015,2014-04-05,820.2968,3
11135,56423,2013-09-18,2580.1419,1
11136,51276,2013-06-05,2630.4194,1
11137,63329,2013-12-31,216.9005,1
11137,74843,2014-06-22,6.9394,2
11138,66642,2014-02-19,43.0729,1
11138,74246,2014-06-02,44.189,2
11139,66325,2014-02-14,65.1729,1
11139,68541,2014-03-19,27.614,2
11140,54694,2013-08-19,44.189,1
11141,58082,2013-10-16,43.0729,1
11141,67234,2014-02-28,82.8529,2
11142,52682,2013-07-16,2.5305,1
11142,53684,2013-08-01,77.3169,2
11142,56488,2013-09-20,65.7254,3
11142,56610,2013-09-22,32.034,4
11142,60699,2013-11-23,76.2119,5
11142,62036,2013-12-13,70.6869,6
11142,62247,2013-12-16,44.1779,7
11142,63894,2014-01-09,59.659,8
11142,66713,2014-02-20,32.5754,9
11142,66784,2014-02-21,55.239,10
11142,68039,2014-03-11,71.7919,11
11142,72296,2014-05-06,104.4004,12
11142,72801,2014-05-13,98.3229,13
11142,72976,2014-05-15,34.5534,14
11142,73185,2014-05-18,132.6,15
11142,74272,2014-06-03,82.8529,16
11142,74625,2014-06-15,43.0729,17
11143,60226,2013-11-15,46.7194,1
11143,73429,2014-05-21,6.9394,2
11144,51647,2013-06-27,2651.9669,1
11145,51648,2013-06-27,2552.5169,1
11146,52286,2013-07-08,59.6148,1
11146,63829,2014-01-08,59.659,2
11146,66376,2014-02-15,5.514,3
11147,44650,2011-10-13,3729.364,1
11147,57004,2013-09-29,2626.5408,2
11147,68538,2014-03-18,2700.1228,3
11148,53989,2013-08-07,59.659,1
11148,70251,2014-04-09,35.6584,2
11148,72191,2014-05-05,44.1779,3
11149,59414,2013-11-04,8.0444,1
11149,69162,2014-03-28,27.614,2
11149,71957,2014-05-01,9.934,3
11150,55095,2013-08-27,158.5123,1
11150,59763,2013-11-09,44.1779,2
11150,62170,2013-12-15,9.934,3
11151,44662,2011-10-15,3729.364,1
11151,56269,2013-09-15,2562.7823,2
11151,68811,2014-03-22,2644.3313,3
11152,51382,2013-06-11,2535.964,1
11153,55189,2013-08-29,74.5765,1
11153,55215,2013-08-29,46.7194,2
11154,51398,2013-06-12,2563.589,1
11155,51324,2013-06-08,2563.589,1
11156,51365,2013-06-10,2640.9169,1
11157,62705,2013-12-24,6.9394,1
11157,66182,2014-02-11,38.675,2
11158,51534,2013-06-21,2647.5358,1
11159,65963,2014-02-08,6.9394,1
11159,70285,2014-04-09,46.7194,2
11160,53121,2013-07-24,2566.1194,1
11161,59239,2013-11-01,60.7419,1
11161,70532,2014-04-13,43.0729,2
11162,52957,2013-07-21,2574.6279,1
11163,57255,2013-10-01,4.409,1
11163,63663,2014-01-05,46.7194,2
11164,56861,2013-09-27,6.9394,1
11164,63662,2014-01-05,153.0204,2
11165,58598,2013-10-25,74.5765,1
11165,59536,2013-11-05,38.675,2
11166,68351,2014-03-16,53.0069,1
11166,72475,2014-05-08,44.189,2
11167,51348,2013-06-09,2574.639,1
11167,71758,2014-04-30,879.9557,2
11168,51469,2013-06-17,2606.9713,1
11168,70924,2014-04-18,858.9607,2
11169,58649,2013-10-26,43.0729,1
11169,66984,2014-02-24,46.7194,2
11170,64994,2014-01-26,65.4934,1
11170,74158,2014-05-31,108.2458,2
11171,45463,2012-01-20,3953.9884,1
11171,51490,2013-06-18,2632.0548,2
11171,70299,2014-04-09,835.7447,3
11172,57383,2013-10-03,43.0729,1
11172,74581,2014-06-13,99.4058,2
11173,53753,2013-08-02,38.675,1
11173,73809,2014-05-26,74.5765,2
11174,62062,2013-12-13,46.7194,1
11174,62770,2013-12-25,6.9394,2
11175,45512,2012-01-28,3953.9884,1
11175,51591,2013-06-24,2587.8769,2
11175,69993,2014-04-05,873.2926,3
11176,52127,2013-07-05,79.0959,1
11176,52472,2013-07-12,65.7254,2
11176,52535,2013-07-13,26.2769,3
11176,52538,2013-07-13,88.3669,4
11176,52708,2013-07-16,72.8969,5
11176,53026,2013-07-23,27.614,6
11176,53666,2013-08-01,132.6,7
11176,54116,2013-08-09,38.5535,8
11176,54661,2013-08-19,15.4479,9
11176,55691,2013-09-05,55.239,10
11176,55982,2013-09-10,70.6869,11
11176,57861,2013-10-12,40.0784,12
11176,60065,2013-11-13,51.7472,13
11176,60198,2013-11-15,2.5305,14
11176,62958,2013-12-28,6.9394,15
11176,63551,2014-01-04,31.4704,16
11176,64316,2014-01-16,34.5534,17
11176,65702,2014-02-04,44.1779,18
11176,66957,2014-02-24,38.664,19
11176,67222,2014-02-28,35.6694,20
11176,69262,2014-03-29,127.0308,21
11176,69587,2014-03-31,44.1779,22
11176,70606,2014-04-14,69.5929,23
11176,71234,2014-04-23,23.7465,24
11176,74596,2014-06-14,5.514,25
11176,74634,2014-06-15,159.6394,26
11176,74699,2014-06-17,42.9624,27
11176,75070,2014-06-29,27.614,28
11177,55191,2013-08-29,6.9394,1
11177,68374,2014-03-16,142.5119,2
11178,53085,2013-07-24,113.2404,1
11178,58674,2013-10-26,46.7194,2
11179,54293,2013-08-12,68.4769,1
11179,74508,2014-06-11,70.1344,2
11180,54537,2013-08-17,43.0729,1
11180,67055,2014-02-25,109.9144,2
11181,57619,2013-10-07,41.2055,1
11181,61929,2013-12-11,4.409,2
11182,65124,2014-01-28,46.7194,1
11182,74379,2014-06-07,43.0729,2
11183,57192,2013-09-30,6.9394,1
11183,60089,2013-11-13,44.189,2
11184,63975,2014-01-10,68.4769,1
11184,68030,2014-03-11,6.9394,2
11185,53092,2013-07-24,136.9648,1
11185,54444,2013-08-15,42.9624,2
11185,54550,2013-08-17,77.3169,3
11185,57260,2013-10-01,33.1279,4
11185,58146,2013-10-17,47.4819,5
11185,61613,2013-12-06,42.9624,6
11185,61737,2013-12-08,6.9394,7
11185,62543,2013-12-21,43.0729,8
11185,63072,2013-12-30,69.5929,9
11185,63497,2014-01-03,54.1119,10
11185,63705,2014-01-06,30.1444,11
11185,63905,2014-01-09,114.3454,12
11185,64008,2014-01-11,65.7254,13
11185,64079,2014-01-12,79.0959,14
11185,64740,2014-01-22,23.7465,15
11185,66040,2014-02-09,217.6077,16
11185,67018,2014-02-25,38.664,17
11185,67361,2014-03-01,40.432,18
11185,68206,2014-03-14,34.5534,19
11185,69111,2014-03-27,136.9979,20
11185,69327,2014-03-30,16.8292,21
11185,69671,2014-04-01,71.7919,22
11185,71036,2014-04-20,44.1779,23
11185,71107,2014-04-21,2.5305,24
11185,72956,2014-05-15,55.239,25
11185,74245,2014-06-02,171.7944,26
11185,75038,2014-06-28,87.8144,27
11186,68635,2014-03-20,4.409,1
11186,74464,2014-06-09,41.2055,2
11187,55563,2013-09-03,74.5765,1
11187,63725,2014-01-06,44.189,2
11188,69830,2014-04-03,82.8529,1
11188,74880,2014-06-23,6.9394,2
11189,45500,2012-01-26,3953.9884,1
11189,52321,2013-07-08,2614.3748,2
11190,65101,2014-01-28,6.9394,1
11190,74750,2014-06-18,44.189,2
11191,45413,2012-01-11,3953.9884,1
11191,51399,2013-06-12,2607.7779,2
11191,70229,2014-04-08,889.8897,3
11192,60704,2013-11-23,43.0729,1
11192,67056,2014-02-25,82.8529,2
11193,53325,2013-07-28,38.675,1
11193,64476,2014-01-18,6.9394,2
11194,54355,2013-08-13,46.7194,1
11194,72599,2014-05-10,70.1344,2
11195,56195,2013-09-14,6.9394,1
11195,68921,2014-03-24,109.9144,2
11196,53786,2013-08-03,2.5305,1
11196,66986,2014-02-24,176.789,2
11197,57340,2013-10-02,46.7194,1
11197,62485,2013-12-20,182.6344,2
11198,52298,2013-07-08,70.1344,1
11198,52709,2013-07-16,38.675,2
11199,54605,2013-08-18,6.9394,1
11199,68589,2014-03-19,138.6444,2
11200,52380,2013-07-10,214.2485,1
11200,53089,2013-07-24,32.5754,2
11200,53359,2013-07-29,64.0679,3
11200,54205,2013-08-11,65.7254,4
11200,54379,2013-08-14,25.3819,5
11200,54899,2013-08-23,30.1444,6
11200,55571,2013-09-03,30.1444,7
11200,56044,2013-09-11,86.1016,8
11200,57198,2013-09-30,59.659,9
11200,57319,2013-10-02,66.8194,10
11200,57884,2013-10-12,38.675,11
11200,60395,2013-11-18,4.409,12
11200,60565,2013-11-21,82.3004,13
11200,62593,2013-12-22,23.7465,14
11200,62961,2013-12-28,40.432,15
11200,63431,2014-01-02,120.9644,16
11200,64255,2014-01-15,30.1444,17
11200,65038,2014-01-27,76.2119,18
11200,66215,2014-02-12,70.6869,19
11200,67219,2014-02-28,36.023,20
11200,67508,2014-03-03,88.3669,21
11200,67868,2014-03-08,5.514,22
11200,68833,2014-03-23,27.614,23
11200,70329,2014-04-10,36.023,24
11200,73353,2014-05-20,44.1779,25
11200,74516,2014-06-11,214.3479,26
11200,74855,2014-06-22,2.5305,27
11201,61351,2013-12-01,101.6269,1
11201,66032,2014-02-09,98.3119,2
11202,66383,2014-02-15,43.0729,1
11202,66805,2014-02-21,38.675,2
11203,53020,2013-07-23,5.514,1
11203,53069,2013-07-24,132.6,2
11203,54985,2013-08-25,59.659,3
11203,55046,2013-08-26,5.514,4
11203,55625,2013-09-04,8.0444,5
11203,55743,2013-09-06,98.3229,6
11203,56037,2013-09-11,41.1834,7
11203,60779,2013-11-24,168.2584,8
11203,62256,2013-12-16,77.339,9
11203,63466,2014-01-02,49.9902,10
11203,66895,2014-02-23,2.5305,11
11203,67351,2014-03-01,55.239,12
11203,67419,2014-03-02,75.1069,13
11203,68210,2014-03-14,40.0784,14
11203,68559,2014-03-19,32.0229,15
11203,71235,2014-04-23,30.1444,16
11203,72799,2014-05-13,4.409,17
11204,63895,2014-01-09,2.5305,1
11204,70495,2014-04-12,82.8529,2
11205,62917,2013-12-27,38.675,1
11205,67980,2014-03-10,2.5305,2
11206,57822,2013-10-11,82.8529,1
11206,59092,2013-10-30,2.5305,2
11207,52054,2013-07-03,82.8529,1
11207,68636,2014-03-20,2.5305,2
11208,53852,2013-08-04,145.7937,1
11208,66523,2014-02-17,2.5305,2
11209,54987,2013-08-25,2.5305,1
11209,74935,2014-06-24,38.675,2
11210,57566,2013-10-06,46.7194,1
11210,65817,2014-02-06,31.4704,2
11211,52074,2013-07-04,71.2394,1
11211,54674,2013-08-19,59.659,2
11211,55463,2013-09-01,74.0019,3
11211,55742,2013-09-06,65.1729,4
11211,56554,2013-09-21,5.514,5
11211,61314,2013-12-01,132.6,6
11211,62125,2013-12-14,44.189,7
11211,63429,2014-01-02,15.4479,8
11211,64949,2014-01-26,38.664,9
11211,66842,2014-02-22,44.1779,10
11211,67652,2014-03-05,70.6869,11
11211,69589,2014-03-31,26.2769,12
11211,70476,2014-04-12,77.3169,13
11211,70685,2014-04-15,2.5305,14
11211,71436,2014-04-26,30.1444,15
11211,72080,2014-05-03,41.9127,16
11211,74455,2014-06-09,77.339,17
11212,51991,2013-07-02,132.5779,1
11212,52299,2013-07-08,5.514,2
11212,52446,2013-07-11,46.7194,3
11212,52968,2013-07-22,38.664,4
11212,54207,2013-08-11,32.5754,5
11212,56920,2013-09-28,26.2769,6
11212,57370,2013-10-03,55.239,7
11212,57380,2013-10-03,2.5305,8
11212,63564,2014-01-04,59.659,9
11212,64626,2014-01-20,87.8144,10
11212,65628,2014-02-03,15.4479,11
11212,66080,2014-02-10,132.6,12
11212,66105,2014-02-10,77.3169,13
11212,67588,2014-03-04,30.1444,14
11212,72978,2014-05-15,97.7483,15
11212,74563,2014-06-13,30.1444,16
11212,74759,2014-06-19,43.0729,17
11213,55148,2013-08-28,2.5305,1
11213,66048,2014-02-09,82.8529,2
11214,64192,2014-01-14,2.5305,1
