CustomerID,TotalCustomerSales,SalesRank
29746,205886.8086,156
29524,204728.08879999997,157
29954,202494.917,158
29727,201885.61570000002,159
29774,197614.4995,160
30105,195196.9483,161
29915,194043.45909999998,162
29625,191750.1446,163
29945,186803.4277,164
30051,185558.8316,165
29925,182777.7771,166
30071,181477.8617,167
29504,181006.1299,168
29828,178184.8558,169
29941,176701.5844,170
29561,175334.38559999998,171
29958,173851.93060000002,172
29725,173266.5894,173
29946,172785.8625,174
29582,172671.12410000002,175
29811,170328.55920000002,176
29706,169271.0046,177
29968,168144.53759999998,178
29942,167810.37039999999,179
29737,167690.1309,180
29898,167617.4199,181
29720,167479.4606,182
29787,167452.6003,183
30101,166847.2483,184
29645,166814.9731,185
30045,166384.0535,186
29795,166136.4831,187
30060,164824.0728,188
30059,164735.95919999998,189
29967,164650.482,190
29628,163865.48320000002,191
29511,163046.6378,192
30108,162979.1262,193
29528,162305.8093,194
29964,160410.3804,195
30044,159695.459,196
30056,158661.4517,197
29492,158025.1722,198
29842,156413.2374,199
29742,156366.7469,200
29937,155877.0993,201
29749,155077.5481,202
29748,150169.1642,203
29899,149592.9358,204
29552,148798.8482,205
30096,148385.9496,206
29484,147804.9208,207
29953,147426.0348,208
29500,147107.0296,209
29911,144435.8847,210
29551,143019.6297,211
29918,141699.989,212
29510,141133.3059,213
30009,140787.7392,214
29642,139680.91760000002,215
29685,136053.7081,216
29817,135766.4747,217
29922,132439.4619,218
30082,132423.90850000002,219
29595,131484.2996,220
29894,131237.7017,221
29931,130404.7884,222
30092,130063.1207,223
29739,128791.75,224
29907,127453.7862,225
29485,127379.7919,226
29534,127302.9333,227
29841,127265.1484,228
29699,126587.3691,229
29810,124014.59790000001,230
30004,122815.4725,231
30063,121147.8071,232
29592,121101.8185,233
29820,120813.0175,234
30097,120560.4446,235
30073,119292.92360000001,236
29821,119231.7975,237
29823,119150.4488,238
29776,116621.1333,239
30087,115500.1941,240
29892,114722.07669999999,241
30106,113981.9967,242
29846,113785.9264,243
29531,113172.072,244
29951,112703.67569999999,245
30093,111168.3274,246
30005,109753.0267,247
29496,107741.109,248
29571,107313.0962,249
29803,107198.4605,250
29809,106357.9807,251
29581,106288.0572,252
29928,103991.2657,253
29718,102216.0824,254
29824,99904.7516,255
30026,99688.7645,256
30100,99440.3238,257
30091,99385.9745,258
29906,98531.0126,259
29491,98273.5468,260
29883,98196.569,261
29696,97102.3608,262
29815,97031.2173,263
29981,96507.6623,264
29773,95924.0197,265
30090,93981.01860000001,266
29784,93888.44099999999,267
30011,93877.1811,268
29533,93332.0095,269
29684,92548.84939999999,270
29769,92300.5485,271
29912,92154.313,272
29717,88435.34090000001,273
29974,87227.3226,274
29661,86090.9919,275
30088,83314.8579,276
29794,80262.2493,277
29961,79847.8229,278
29807,77862.1397,279
29487,77585.195,280
30014,77287.5609,281
29865,77139.5923,282
29538,76266.9402,283
30020,74771.17540000001,284
29798,74645.4634,285
29620,74518.68830000001,286
29577,73278.6485,287
29740,72854.4681,288
29985,70217.2163,289
29666,69597.48790000001,290
29680,69588.44470000001,291
29972,69515.4239,292
29708,69381.6517,293
30030,68644.5658,294
30029,68384.4244,295
29761,68068.6803,296
29805,67712.4799,297
29539,67481.63,298
29544,66718.9124,299
30015,66640.35560000001,300
29877,66227.5116,301
29757,65505.3258,302
29526,63438.0774,303
29791,62725.1342,304
29570,61854.543099999995,305
29856,61405.031800000004,306
29653,61333.7327,307
29540,60010.9459,308
29655,59709.509099999996,309
29797,58808.153099999996,310
29731,58418.6364,311
30039,55823.3779,312
29780,55608.3548,313
29813,54905.1516,314
29667,53326.566399999996,315
29671,52748.2969,316
29558,51533.2559,317
30037,51183.5661,318
29975,51015.5565,319
29632,50997.8805,320
29778,50673.1856,321
29654,50149.2315,322
29586,50117.890400000004,323
29799,49614.9179,324
29659,49438.7051,325
29520,48061.472499999996,326
29664,48054.0631,327
29663,47094.0902,328
29675,46795.976,329
29598,46391.1048,330
29866,45690.8544,331
29721,45348.587700000004,332
29683,45316.8917,333
29873,45166.940500000004,334
29779,44581.9065,335
29656,44104.195900000006,336
29709,44065.4622,337
29897,43717.8009,338
29669,41979.0807,339
29596,41264.0391,340
29986,40188.4765,341
29677,39661.4212,342
29979,38649.3061,343
29830,38452.4651,344
29759,36756.071299999996,345
29633,36079.2038,346
30022,35940.1377,347
29982,35703.685900000004,348
29670,34882.524000000005,349
29634,34605.0,350
29973,34242.491,351
29762,33399.5723,352
29879,33364.2043,353
29781,33259.9208,354
29878,33032.3816,355
30047,32609.6356,356
29686,32409.8546,357
29869,31992.6547,358
29613,31727.7716,359
29506,31667.3341,360
29631,30395.4433,361
29970,30177.3446,362
30007,30113.5272,363
29566,29903.949800000002,364
29687,29798.490599999997,365
29678,28411.1304,366
29816,28309.9672,367
29969,28114.4842,368
29755,27968.3147,369
30034,27794.1107,370
29801,27421.8165,371
29635,26741.013,372
29874,25614.0199,373
30027,25454.6959,374
29673,25153.6109,375
29814,25064.6472,376
30019,24931.8214,377
29593,24927.7595,378
29988,24593.9994,379
29519,24584.3747,380
29871,24125.5655,381
29569,24082.9023,382
29553,23919.1909,383
29691,23094.0255,384
29984,22929.4604,385
29636,22534.956899999997,386
30052,21863.8998,387
29876,21560.4034,388
30035,21186.411799999998,389
29983,21069.780600000002,390
29747,20895.9208,391
29591,20867.0069,392
29574,20712.4174,393
29527,20366.105799999998,394
29804,20330.456400000003,395
29750,20326.273999999998,396
30054,19949.7654,397
29600,19798.5095,398
29572,19628.4772,399
29867,19502.5955,400
29976,19322.199,401
29610,18398.3255,402
29494,18275.104499999998,403
29800,18228.3542,404
29517,18084.8734,405
29745,17802.6999,406
29588,17361.1884,407
29837,17225.5661,408
29554,16912.9207,409
30013,16897.722,410
30017,16419.2646,411
29903,16240.964,412
29606,16030.152000000002,413
29568,15976.553,414
29535,15812.5851,415
29555,15378.0241,416
29711,15123.6669,417
29868,14812.7687,418
29890,14794.6375,419
12301,14691.395,420
12132,14690.1686,421
12308,14662.5435,422
12131,14658.9191,423
12300,14633.1836,424
12321,14603.2934,425
12124,14581.1824,426
12307,14556.375100000001,427
12296,14546.9273,428
29681,14400.5708,429
29977,14320.225900000001,430
11433,14265.1836,431
29626,14250.8476,432
29676,14203.9081,433
29518,13921.0304,434
29863,13862.1415,435
11439,13800.532500000001,436
30061,13647.442500000001,437
30042,13583.5227,438
29682,13525.1368,439
30028,13196.6562,440
29556,13147.5776,441
30114,13135.0333,442
30012,12778.5771,443
30021,12686.221099999999,444
11241,12673.4532,445
29808,12665.7725,446
30058,12543.4908,447
30008,12534.8796,448
29530,12455.7997,449
29730,12438.7096,450
11417,12429.5465,451
11420,12376.8506,452
11242,12230.149300000001,453
30003,12066.9183,454
29652,12049.8414,455
12655,12044.0802,456
29623,12019.4344,457
13263,12013.626400000001,458
12323,11974.7746,459
12333,11966.2882,460
12650,11949.061300000001,461
29962,11945.3244,462
12631,11933.4697,463
12632,11926.5635,464
12332,11922.4308,465
13405,11910.3642,466
11245,11691.2869,467
11246,11685.7397,468
11237,11675.85,469
30031,11670.4948,470
30024,11639.3708,471
11425,11634.1343,472
11429,11567.5595,473
29503,11542.255599999999,474
29597,11509.0757,475
29939,11399.2362,476
29948,11325.5993,477
30023,11245.176,478
11428,10999.4574,479
11427,10959.3791,480
11431,10953.843,481
11423,10944.992,482
11249,10928.7485,483
11412,10917.355899999999,484
14186,10824.9337,485
11421,10806.9444,486
29806,10778.51,487
29665,10758.4855,488
29688,10718.0322,489
13592,10713.7817,490
29529,10626.7121,491
13605,10624.2768,492
14185,10522.9178,493
13575,10451.2918,494
14192,10444.3634,495
13577,10442.6064,496
14200,10411.2134,497
13595,10376.5385,498
11432,10309.8707,499
29611,10277.0964,500
29508,10227.5269,501
29872,10196.196600000001,502
29764,10131.4774,503
30115,10033.8172,504
29590,10009.4832,505
29501,9945.16,506
13257,9880.1145,507
13258,9819.6158,508
29887,9686.130599999999,509
29679,9680.9447,510
29756,9619.5049,511
29602,9613.381300000001,512
12128,9592.6248,513
29753,9571.9115,514
29971,9549.7189,515
12125,9497.9277,516
12129,9455.9377,517
29864,9411.4058,518
13600,9348.5764,519
14427,9338.6424,520
30084,9336.9338,521
15106,9305.514500000001,522
14775,9286.7295,523
14429,9275.6905,524
15692,9273.4916,525
15097,9256.6846,526
13602,9255.789499999999,527
13583,9254.6955,528
13581,9254.143100000001,529
13585,9246.960500000001,530
14940,9246.1428,531
14939,9245.8666,532
14207,9239.2366,533
13584,9239.2255,534
13591,9232.5735,535
14830,9222.639500000001,536
15691,9217.1256,537
14425,9207.1916,538
13576,9205.523000000001,539
14181,9200.5727,540
15695,9198.2853,541
14183,9195.0476,542
14428,9195.0476,542
11767,9193.0587,544
14426,9192.8266,545
14189,9190.6387,546
14195,9189.5005,547
14198,9180.992,548
13590,9178.4616,549
15080,9177.3566,550
14191,9172.9477,551
15118,9172.9477,551
15354,9168.5055,553
11112,9165.9972,554
11766,9149.9305,555
12338,9132.8251,556
11101,9130.0847,557
11900,9123.9961,558
12003,9123.4326,559
11451,9115.6865,560
11995,9115.156200000001,561
11000,9115.1341,562
11058,9114.0622,563
11901,9114.0511,564
11986,9110.9792,565
11109,9110.7361,566
11120,9107.9515,567
29875,9104.4789,568
11446,9101.8961,569
11443,9099.6751,570
11762,9091.9511,571
11456,9088.0284,572
11054,9086.4372,573
11894,9086.4151,574
11343,9085.2991,575
11099,9078.669,576
11751,9077.5972,577
11904,9077.0226,578
12039,9075.365099999999,579
11977,9074.812600000001,580
11457,9073.6855,581
11007,9073.1551,582
11056,9069.2876,583
11918,9066.514,584
11080,9065.4422,585
12010,9064.8676,586
11897,9064.3372,587
11004,9056.5911,588
11147,9056.027600000001,589
12009,9056.0276,590
11072,9054.3701,591
11341,9052.160100000001,592
11899,9049.3976,593
11117,9044.414,594
11452,9042.2593,595
12000,9042.2151,596
11103,9041.6626,597
11093,9038.900099999999,598
11898,9037.8283,599
11916,9037.253700000001,600
11453,9035.563,601
11964,9031.7508,602
11450,9031.4524,603
11104,9031.1982,604
11969,9031.1872,605
11100,9030.6237,606
11919,9029.5297,607
11107,9028.9661,608
11077,9026.7782,609
11994,9026.7782,609
11952,9026.7451,611
11055,9025.6512,612
11914,9023.3859,613
11472,9023.2312,614
11070,9022.9328,615
11990,9021.2311,616
11754,9020.7008,617
11333,9020.4576,618
11337,9019.0101,619
11394,9018.9769,620
11381,9017.9272,621
11076,9015.7393,622
11465,9014.6343,623
11095,9014.6011,624
11491,9014.6011,624
11920,9012.7337,626
11905,9012.358,627
11334,9010.1922,628
11060,9009.0872,629
11967,9009.0872,629
11906,9006.8551,631
11761,9005.1865,632
11895,9004.6893,633
11750,9003.5622,634
12002,9000.5897,635
11765,8998.0483,636
11482,8998.048200000001,637
11915,8998.0151,638
11455,8996.943299999999,639
11459,8996.1697,640
11989,8994.1808,641
11003,8993.9155,642
11768,8993.639299999999,643
11460,8991.9597,644
12337,8991.3961,645
11111,8991.3851,646
11444,8990.3022,647
11907,8989.539700000001,648
11011,8987.0093,649
11448,8985.8711,650
11052,8985.1087,651
11993,8985.1087,651
11449,8984.0037,653
11061,8982.5672,654
11124,8982.5672,654
11764,8982.5672,654
11464,8982.0036,657
11991,8981.4622,658
11489,8980.8986,659
11108,8977.0643,660
11893,8975.9483,661
11992,8975.948199999999,662
11005,8974.0698,663
11917,8974.0698,663
11344,8972.3901,665
11006,8971.5283,666
11892,8971.5283,666
11896,8970.357,668
11462,8968.5447,669
11002,8966.014299999999,670
11398,8966.014299999999,670
12004,8966.014299999999,670
11910,8964.8983,673
12001,8964.8761,674
11092,8961.5722,675
11903,8959.3843,676
11008,8957.472600000001,677
11909,8956.3676,678
11069,8954.9754,679
11097,8949.4282,680
11445,8948.323199999999,681
11105,8946.0691,682
11912,8945.3287,683
11110,8942.7983,684
12302,8941.5381,685
11009,8940.9197,686
11488,8939.814699999999,687
11454,8938.389299999999,688
11461,8938.389299999999,688
11010,8937.2843,690
11057,8937.2843,690
11151,8936.4776,692
11976,8936.4776,692
11106,8927.3504,694
11908,8927.3504,694
11968,8927.3504,694
11353,8926.2122,697
11447,8926.2122,697
11756,8926.2122,697
11988,8926.2122,697
11075,8915.1733,701
11351,8915.1733,701
11963,8915.1733,701
12291,8915.0291,704
11096,8909.6593,705
11759,8899.7254,706
12298,8899.0177,707
12297,8864.9491,708
29775,8853.5804,709
12314,8837.7012,710
12130,8826.6403,711
29576,8792.733,712
12330,8766.4177,713
29771,8765.706,714
29944,8701.422199999999,715
13259,8678.106600000001,716
29952,8669.5054,717
29719,8614.0445,718
29812,8393.509,719
11240,8382.7842,720
29850,8381.6941,721
11238,8334.7609,722
29514,8324.8371,723
11239,8300.2629,724
13256,8281.842,725
29512,8265.899000000001,726
13255,8169.3295,727
12657,8159.4287,728
16589,8114.7775,729
29644,8095.666300000001,730
13406,8067.1078,731
13579,8061.0193,732
17221,8058.002700000001,733
13580,8050.5549,734
17114,8039.2729,735
15093,8028.5433,736
13264,8028.4439,737
13265,8021.8139,738
15095,8017.5044,739
17184,8014.951800000001,740
15623,8007.7915,741
16263,8003.912899999999,742
16823,8002.7968,743
13260,7999.713900000001,744
16196,7997.2829,745
17198,7992.8629,746
15357,7991.7689,747
16594,7990.6639,748
15085,7988.4539,749
19031,7985.15,750
16207,7985.1389,751
15676,7983.2715,752
15678,7981.790800000001,753
16821,7979.5918,754
13792,7973.7685,755
15116,7970.2104,756
13794,7969.3264,757
17214,7968.585999999999,758
14791,7967.9893,759
15675,7963.05,760
16831,7963.0389,761
16827,7961.9229,762
29851,7960.260200000001,763
16565,7960.044400000001,764
16206,7959.7018,765
15677,7956.9504,766
13261,7956.641100000001,767
18166,7956.4089,768
13606,7951.1161,769
16585,7947.591,770
11414,7946.906,771
11413,7944.6739,772
18173,7944.2318,773
15685,7943.149,774
17781,7942.043900000001,775
15932,7940.960999999999,776
16829,7939.8339,777
16828,7936.839400000001,778
17209,7936.5521,779
16822,7929.9,780
17183,7929.3254,781
11244,7929.2039,782
13693,7924.5960000000005,783
16261,7923.8114000000005,784
15625,7922.176100000001,785
11243,7916.4963,786
16204,7914.4411,787
13690,7914.0985,788
16567,7911.4686,789
13765,7903.0595,790
13777,7897.5124000000005,791
16830,7888.2415,792
13784,7887.6006,793
11247,7880.3187,794
16598,7880.197099999999,795
11250,7863.4564,796
15094,7855.3042000000005,797
12037,7853.3456,798
29599,7841.741400000001,799
29826,7834.8171999999995,800
14203,7825.016100000001,801
11422,7818.1734,802
11548,7810.4384,803
15082,7810.2312,804
16587,7805.2366999999995,805
11996,7799.8636,806
11485,7788.3716,807
18177,7783.1367,808
11999,7782.8135,809
14976,7779.876899999999,810
11997,7767.907,811
15626,7767.1252,812
12007,7761.277,813
11549,7761.266,814
13012,7754.2708,815
14773,7752.251899999999,816
17825,7752.1856,817
11496,7750.2381000000005,818
14790,7740.0527,819
16298,7735.9642,820
16603,7735.6106,821
15637,7734.527700000001,822
15084,7733.9973,823
14424,7733.743200000001,824
17199,7732.3067,825
16588,7729.0136999999995,826
16575,7729.0027,827
17811,7723.4888,828
15624,7723.4887,829
17225,7720.4942,830
11388,7720.3588,831
12005,7718.2152,832
18127,7715.1902,833
14931,7713.8421,834
17207,7712.4166000000005,835
15926,7711.3116,836
17192,7710.2287,837
15117,7706.8917,838
15697,7706.8696,839
17202,7706.3391,840
15687,7706.129199999999,841
11494,7706.0601,842
18141,7705.0131,843
15699,7701.3777,844
11400,7699.397,845
14031,7695.682199999999,846
15684,7694.1952,847
13625,7693.162899999999,848
11998,7693.1206,849
15928,7690.8912,850
11468,7690.6012,851
11387,7689.474099999999,852
11493,7689.474099999999,852
15086,7689.2227,854
12216,7685.7276999999995,855
17185,7684.8027,856
16826,7683.7088,857
15100,7682.6037,858
17203,7682.548500000001,859
17182,7680.4158,860
16205,7680.3827,861
16262,7679.277700000001,862
18126,7674.8687,863
15929,7673.7636999999995,864
17181,7673.7636999999995,864
15627,7672.6588,866
15101,7672.625599999999,867
16203,7668.5592,868
16824,7667.1448,869
19032,7667.1337,870
17103,7663.2662,871
15927,7660.8573,872
15933,7659.7302,873
18147,7658.3048,874
18135,7648.3488,875
16286,7647.2769,876
15114,7645.3542,877
16199,7643.9398,878
16307,7643.9398,878
17093,7643.9398,878
15702,7643.8845,881
12988,7641.5594,882
17220,7640.9121,883
18160,7640.6248,884
12335,7638.4211,885
12702,7636.7636,886
16309,7636.2047999999995,887
12222,7634.5537,888
13626,7634.5426,889
17218,7632.8566,890
18168,7632.845600000001,891
16448,7632.1163,892
13082,7631.560600000001,893
12348,7631.2276,894
14030,7630.544,895
15693,7629.5859,896
18136,7629.5858,897
12685,7629.0397,898
13407,7629.0286,899
12239,7626.0688,900
16595,7626.027700000001,901
17191,7619.6519,902
13104,7618.3559000000005,903
12684,7616.8515,904
12703,7614.6857,905
12215,7614.256300000001,906
16297,7613.0219,907
13629,7612.4647,908
13955,7611.7259,909
12647,7609.6911,910
13132,7603.0833,911
12680,7602.5087,912
13965,7593.9906,913
11609,7593.6797,914
13616,7593.6244,915
13960,7593.2723000000005,916
13122,7592.9298,917
18158,7590.921899999999,918
12701,7589.625900000001,919
12688,7588.5208,920
14941,7586.455,921
12339,7586.332899999999,922
13091,7585.7694,923
13644,7585.228,924
12346,7585.2279,925
12686,7585.2279,925
12658,7584.1009,927
13076,7582.662899999999,928
12700,7580.7858,929
12653,7580.3976,930
12676,7579.7029,931
14032,7579.6698,932
13959,7578.552299999999,933
12994,7575.2608,934
13139,7574.1669,935
12705,7573.7897,936
12706,7570.807699999999,937
12995,7569.8891,938
13078,7569.7579000000005,939
13620,7567.1155,940
12645,7566.7744,941
12689,7565.8463,942
12637,7563.8557,943
13251,7563.0822,944
13080,7563.0712,945
13075,7562.553400000001,946
13646,7562.1762,947
13970,7561.667799999999,948
13103,7561.0712,949
13966,7560.5408,950
13622,7559.7798,951
13953,7559.0284,952
12341,7558.8832999999995,953
12999,7558.707899999999,954
12668,7557.6029,955
13160,7557.6029,955
12347,7557.2257,957
13958,7556.6954000000005,958
13632,7556.498,959
12342,7556.1206999999995,960
12644,7556.1206999999995,960
13113,7549.8127,962
13638,7549.4907,963
13636,7549.0944,964
14020,7549.0944,964
13051,7549.0724,966
13117,7548.7172,967
12674,7546.564,968
12990,7546.564,968
13119,7546.5419,970
12263,7546.4645,971
12630,7542.1329000000005,972
12210,7542.1219,973
13630,7541.326300000001,974
12317,7539.8787,975
13129,7539.5789,976
12693,7536.619000000001,977
13252,7536.6079,978
13411,7535.5028999999995,979
14038,7535.1257000000005,980
13011,7535.1147,981
12355,7534.0097000000005,982
12648,7533.4461,983
13128,7532.9378,984
12989,7532.9158,985
13631,7532.9158,985
13645,7532.9158,985
13126,7530.6616,988
12667,7528.4956999999995,989
13133,7528.4956999999995,989
12675,7528.110500000001,991
13090,7527.7222,992
13649,7527.4018,993
13404,7527.3907,994
13651,7527.3907,994
12356,7525.1918000000005,996
14033,7525.0055,997
12318,7523.0039,998
12996,7523.0039,998
14039,7522.9818,1000
13619,7522.9486,1001
13114,7522.231900000001,1002
13964,7521.1269,1003
11575,7520.7608,1004
29965,7520.249899999999,1005
12687,7520.044,1006
14045,7518.5617999999995,1007
12214,7518.3297,1008
13633,7517.4679,1009
12315,7517.4568,1010
12671,7516.3518,1011
12683,7515.601900000001,1012
13254,7515.2468,1013
13089,7514.4969,1014
12316,7513.3919000000005,1015
13000,7513.3919000000005,1015
13643,7513.3919000000005,1015
13001,7513.3683,1018
12699,7511.9318,1019
13130,7510.8489,1020
12354,7510.826800000001,1021
14949,7509.1381,1022
11612,7508.6057,1023
15059,7506.861800000001,1024
13647,7506.4289,1025
13408,7505.2907,1026
12328,7505.2797,1027
12350,7504.883400000001,1028
12669,7504.1637,1029
11568,7502.353,1030
12358,7500.4744,1031
12634,7500.4744,1031
12698,7499.3584,1033
11610,7499.0159,1034
11604,7498.6607,1035
12677,7497.9439999999995,1036
12670,7497.5668000000005,1037
12694,7497.5668000000005,1037
12681,7496.4618,1039
13115,7491.2572,1040
13637,7488.7268,1041
13253,7485.7669000000005,1042
13135,7484.3178,1043
13081,7483.2239,1044
12349,7483.212799999999,1045
13971,7483.201800000001,1046
11259,7481.5131,1047
12673,7478.7929,1048
13650,7478.7929,1048
11603,7477.6879,1050
13077,7477.1242999999995,1051
12353,7475.8330000000005,1052
13123,7475.8093,1053
13648,7475.8093,1053
13618,7473.278899999999,1055
13006,7472.1739,1056
12987,7469.214,1057
11263,7463.2364,1058
12340,7461.1018,1059
12640,7461.1018,1059
13079,7461.1018,1059
14146,7459.3689,1062
12360,7459.2801,1063
15056,7457.7003,1064
14846,7452.749900000001,1065
11191,7451.656,1066
13131,7444.5489,1067
15440,7443.8989,1068
14702,7436.1749,1069
14847,7431.7549,1070
29490,7431.0704,1071
11171,7421.7879,1072
11175,7415.1579,1073
14950,7414.097100000001,1074
14928,7410.759900000001,1075
14991,7410.759900000001,1075
14150,7409.677,1077
11090,7408.0085,1078
14984,7403.0249,1079
14843,7393.091,1080
15048,7393.091,1080
14771,7391.986,1082
11224,7387.577,1083
11252,7387.543900000001,1084
15062,7386.472,1085
14697,7386.461,1086
14160,7381.0686000000005,1087
14833,7380.9581,1088
14770,7380.947,1089
11257,7378.505,1090
15078,7376.5381,1091
14778,7374.2507000000005,1092
15077,7374.2507000000005,1092
15047,7369.875,1094
14525,7365.466,1095
14712,7359.9521,1096
14947,7357.731,1097
14937,7351.4435,1098
11261,7348.9131,1099
14157,7348.9131,1099
15051,7348.9131,1099
15453,7348.9131,1099
14929,7344.4710000000005,1103
15058,7336.736000000001,1104
11039,7333.421,1105
13841,7320.1831,1106
11046,7311.575199999999,1107
14171,7310.3486,1108
15923,7285.022,1109
11027,7283.6849,1110
11047,7273.4748,1111
11025,7267.364100000001,1112
11026,7266.2481,1113
14163,7256.5572,1114
11029,7254.6456,1115
15921,7236.9655,1116
29662,7226.5175,1117
13541,7223.0425000000005,1118
13771,7221.9375,1119
29854,7219.9268,1120
11018,7219.2745,1121
13540,7213.639,1122
11032,7210.7438999999995,1123
13822,7208.1471,1124
12805,7207.0532,1125
11044,7199.4066,1126
13782,7195.97,1127
29845,7194.1139,1128
13685,7193.2076,1129
13559,7192.1246,1130
12754,7186.0361,1131
13558,7182.7432,1132
12398,7181.0857,1133
11048,7180.5553,1134
14161,7179.4172,1135
13556,7179.417100000001,1136
11033,7177.2955,1137
13686,7175.0303,1138
12750,7173.361800000001,1139
11034,7172.9087,1140
12607,7170.908600000001,1141
13697,7166.6654,1142
14164,7165.604600000001,1143
13555,7165.317300000001,1144
12620,7161.5272,1145
11031,7158.8531,1146
11028,7154.4552,1147
14162,7153.4385999999995,1148
11030,7150.8087,1149
12621,7150.6871,1150
13607,7143.858200000001,1151
14713,7140.1896,1152
13560,7130.8193,1153
11035,7128.6977,1154
12510,7117.3272,1155
11038,7113.2498,1156
14774,7110.3878,1157
11017,7109.9127,1158
13770,7103.1943,1159
30102,7095.0671999999995,1160
29959,7093.4713,1161
11001,7054.1875,1162
29573,7004.481400000001,1163
29621,6997.2556,1164
15710,6979.7354,1165
15700,6903.5235,1166
15920,6903.5124,1167
15688,6874.7825,1168
19614,6870.0171,1169
20452,6803.1536,1170
18696,6795.2749,1171
18336,6790.3024000000005,1172
20622,6784.247,1173
18746,6779.2744999999995,1174
18338,6767.661,1175
18242,6764.489600000001,1176
18496,6764.489600000001,1176
19960,6762.721600000001,1178
18297,6762.147000000001,1179
28259,6761.0641,1180
17351,6760.047500000001,1181
18296,6760.047500000001,1181
19560,6760.047500000001,1181
20609,6760.047500000001,1181
20621,6760.047500000001,1181
28194,6756.8651,1186
18269,6755.0861,1187
19555,6752.213100000001,1188
18276,6747.793100000001,1189
18273,6745.1521,1190
18268,6742.92,1191
16740,6739.5056,1192
19970,6739.5056,1192
18240,6738.9310000000005,1194
18710,6738.9310000000005,1194
19794,6738.9310000000005,1194
18709,6738.8868,1197
19950,6738.8868,1197
18928,6735.0635,1199
19595,6735.0635,1199
17285,6732.9861,1201
18188,6732.9861,1201
18214,6732.9861,1201
18288,6732.9861,1201
18484,6732.9861,1201
19084,6732.9861,1201
19089,6732.9861,1201
19602,6732.9861,1201
19609,6732.9861,1201
