CustomerID,SalesOrderID,OrderDate,TotalDue,PreviousOrderValue,ChangeFromPreviousOrder
11091,64475,2014-01-18,34.5534,28.1554,6.398000000000003
11091,66157,2014-02-11,38.664,34.5534,4.110599999999998
11091,68151,2014-03-13,159.6615,38.664,120.99749999999999
11091,69332,2014-03-30,79.0959,159.6615,-80.56559999999999
11091,70203,2014-04-08,38.675,79.0959,-40.4209
11091,70264,2014-04-09,38.5535,38.675,-0.1214999999999975
11091,73198,2014-05-18,30.1444,38.5535,-8.409099999999999
11091,73431,2014-05-21,8.0444,30.1444,-22.1
11091,73594,2014-05-23,30.1444,8.0444,22.1
11091,74373,2014-06-07,38.664,30.1444,8.5196
11091,74480,2014-06-10,32.0229,38.664,-6.641100000000002
11092,44364,2011-09-08,3729.364,,
11092,51432,2013-06-14,2587.8769,3729.364,-1141.4870999999998
11092,60629,2013-11-21,2644.3313,2587.8769,56.45439999999962
11093,44355,2011-09-07,3756.989,,
11093,51352,2013-06-09,2608.8498,3756.989,-1148.1392
11093,59760,2013-11-08,2673.0613,2608.8498,64.21149999999989
11094,55816,2013-09-07,33.1279,,
11094,64684,2014-01-21,141.3848,33.1279,108.25690000000002
11094,74557,2014-06-13,86.1458,141.3848,-55.23900000000002
11095,44325,2011-09-01,3729.364,,
11095,51683,2013-06-29,2612.1758,3729.364,-1117.1882
11095,60885,2013-11-25,2673.0613,2612.1758,60.885499999999865
11096,44387,2011-09-11,3729.364,,
11096,53176,2013-07-25,2535.964,3729.364,-1193.4
11096,63115,2013-12-30,2644.3313,2535.964,108.36729999999989
11097,44337,2011-09-04,3729.364,,
11097,54519,2013-08-16,2547.0029,3729.364,-1182.3611
11097,62750,2013-12-24,2673.0613,2547.0029,126.05839999999989
11098,52579,2013-07-14,33.1279,,
11098,63890,2014-01-09,59.659,33.1279,26.531100000000002
11098,68475,2014-03-18,5.514,59.659,-54.144999999999996
11099,44356,2011-09-07,3756.989,,
11099,53971,2013-08-06,2612.1758,3756.989,-1144.8132
11099,61367,2013-12-01,2709.5042,2612.1758,97.32839999999987
11100,44412,2011-09-16,3729.364,,
11100,54928,2013-08-23,2651.4144,3729.364,-1077.9496
11100,63819,2014-01-07,2649.8453,2651.4144,-1.5691000000001623
11101,44475,2011-09-29,3756.989,,
11101,51668,2013-06-28,2696.189,3756.989,-1060.8000000000002
11101,61165,2013-11-29,2676.9067,2696.189,-19.28229999999985
11102,62239,2013-12-16,8.7848,,
11102,67645,2014-03-05,27.614,8.7848,18.8292
11102,72645,2014-05-11,77.3169,27.614,49.7029
11103,44408,2011-09-15,3729.364,,
11103,51384,2013-06-11,2639.2373,3729.364,-1090.1267000000003
11103,59636,2013-11-06,2673.0613,2639.2373,33.82400000000007
11104,44589,2011-10-04,3756.989,,
11104,51594,2013-06-24,2580.1529,3756.989,-1176.8361
11104,60241,2013-11-15,2694.0563,2580.1529,113.90340000000015
11105,44655,2011-10-14,3756.989,,
11105,51235,2013-06-02,2535.964,3756.989,-1221.025
11105,59561,2013-11-05,2653.1161,2535.964,117.15210000000025
11106,44679,2011-10-18,3756.989,,
11106,51236,2013-06-02,2535.964,3756.989,-1221.025
11106,60242,2013-11-15,2634.3974,2535.964,98.43339999999989
11107,44574,2011-10-01,3729.364,,
11107,51447,2013-06-15,2626.5408,3729.364,-1102.8231999999998
11107,60612,2013-11-21,2673.0613,2626.5408,46.52049999999963
11108,44581,2011-10-03,3729.364,,
11108,51215,2013-06-01,2574.639,3729.364,-1154.725
11108,60747,2013-11-23,2673.0613,2574.639,98.42229999999972
11109,44627,2011-10-10,3729.364,,
11109,51420,2013-06-13,2737.0408,3729.364,-992.3231999999998
11109,60818,2013-11-24,2644.3313,2737.0408,-92.70950000000039
11110,44575,2011-10-01,3756.989,,
11110,54367,2013-08-13,2535.964,3756.989,-1221.025
11110,64674,2014-01-20,2649.8453,2535.964,113.88130000000001
11111,44690,2011-10-20,3756.989,,
11111,54307,2013-08-12,2562.4508,3756.989,-1194.5382
11111,64789,2014-01-22,2671.9453,2562.4508,109.49449999999979
11112,44712,2011-10-25,3729.364,,
11112,55860,2013-09-07,2763.5719,3729.364,-965.7921000000001
11112,65625,2014-02-02,2673.0613,2763.5719,-90.51060000000007
11113,52072,2013-07-04,55.2169,,
11113,52474,2013-07-12,57.4158,55.2169,2.1988999999999947
11113,56547,2013-09-21,8.7848,57.4158,-48.631
11114,54594,2013-08-18,8.7848,,
11114,62700,2013-12-24,55.2169,8.7848,46.432100000000005
11114,73942,2014-05-28,71.7919,55.2169,16.574999999999996
11115,52526,2013-07-13,30.1444,,
11115,73651,2014-05-24,8.7848,30.1444,-21.3596
11115,74279,2014-06-04,86.7204,8.7848,77.9356
11116,54433,2013-08-15,30.1444,,
11116,61977,2013-12-12,125.3844,30.1444,95.24
11116,68478,2014-03-18,8.7848,125.3844,-116.5996
11117,44601,2011-10-06,3756.989,,
11117,51216,2013-06-01,2614.3637,3756.989,-1142.6253000000002
11117,60886,2013-11-25,2673.0613,2614.3637,58.697599999999966
11118,61856,2013-12-10,86.1016,,
11118,70457,2014-04-12,41.9127,86.1016,-44.188900000000004
11118,75034,2014-06-28,8.7848,41.9127,-33.1279
11119,52164,2013-07-06,38.9292,,
11119,71358,2014-04-25,55.239,38.9292,16.309799999999996
11120,44657,2011-10-14,3729.364,,
11120,56903,2013-09-27,2645.8783,3729.364,-1083.4857000000002
11120,66697,2014-02-19,2732.7092,2645.8783,86.83089999999993
11121,60772,2013-11-24,8.7848,,
11121,65022,2014-01-27,38.9292,8.7848,30.1444
11121,70025,2014-04-06,16.5529,38.9292,-22.3763
11122,53080,2013-07-24,8.7848,,
11122,61373,2013-12-02,11.039,8.7848,2.254199999999999
11122,64738,2014-01-22,27.614,11.039,16.575000000000003
11123,56345,2013-09-17,41.9127,,
11123,68404,2014-03-17,8.7848,41.9127,-33.1279
11123,75001,2014-06-27,114.8758,8.7848,106.091
11124,44595,2011-10-05,3756.989,,
11124,51649,2013-06-27,2552.5169,3756.989,-1204.4721
11124,60434,2013-11-18,2673.0613,2552.5169,120.54439999999977
11125,52030,2013-07-03,8.7848,,
11125,53927,2013-08-06,43.6144,8.7848,34.8296
11125,61444,2013-12-03,35.6584,43.6144,-7.956000000000003
11126,44728,2011-10-28,3756.989,,
11126,56683,2013-09-23,877.1048,3756.989,-2879.8842
11126,70014,2014-04-05,860.3751,877.1048,-16.72969999999998
11127,55981,2013-09-10,4.409,,
11127,67537,2014-03-03,44.189,4.409,39.78
11128,60469,2013-11-19,59.6479,,
11128,64097,2014-01-12,99.4058,59.6479,39.7579
11129,45382,2012-01-06,3953.9884,,
11129,51381,2013-06-11,2535.964,3953.9884,-1418.0244000000002
11130,72683,2014-05-11,41.2055,,
11131,68646,2014-03-20,26.4869,,
11131,71456,2014-04-26,62.9629,26.4869,36.476
11131,72371,2014-05-07,33.1279,62.9629,-29.835
11131,73665,2014-05-24,5.514,33.1279,-27.613899999999997
11131,74941,2014-06-25,55.239,5.514,49.724999999999994
11132,55957,2013-09-09,2620.9937,,
11133,74212,2014-06-01,79.5158,,
11134,44582,2011-10-03,3756.989,,
11134,60741,2013-11-23,850.2865,3756.989,-2906.7025
11134,70015,2014-04-05,820.2968,850.2865,-29.989700000000084
11135,56423,2013-09-18,2580.1419,,
11136,51276,2013-06-05,2630.4194,,
11137,63329,2013-12-31,216.9005,,
11137,74843,2014-06-22,6.9394,216.9005,-209.9611
11138,66642,2014-02-19,43.0729,,
11138,74246,2014-06-02,44.189,43.0729,1.116100000000003
11139,66325,2014-02-14,65.1729,,
11139,68541,2014-03-19,27.614,65.1729,-37.558899999999994
11140,54694,2013-08-19,44.189,,
11141,58082,2013-10-16,43.0729,,
11141,67234,2014-02-28,82.8529,43.0729,39.78000000000001
11142,52682,2013-07-16,2.5305,,
11142,53684,2013-08-01,77.3169,2.5305,74.7864
11142,56488,2013-09-20,65.7254,77.3169,-11.59150000000001
11142,56610,2013-09-22,32.034,65.7254,-33.691399999999994
11142,60699,2013-11-23,76.2119,32.034,44.1779
11142,62036,2013-12-13,70.6869,76.2119,-5.525000000000006
11142,62247,2013-12-16,44.1779,70.6869,-26.508999999999993
11142,63894,2014-01-09,59.659,44.1779,15.481099999999998
11142,66713,2014-02-20,32.5754,59.659,-27.083599999999997
11142,66784,2014-02-21,55.239,32.5754,22.663599999999995
11142,68039,2014-03-11,71.7919,55.239,16.5529
11142,72296,2014-05-06,104.4004,71.7919,32.60850000000001
11142,72801,2014-05-13,98.3229,104.4004,-6.077500000000001
11142,72976,2014-05-15,34.5534,98.3229,-63.7695
11142,73185,2014-05-18,132.6,34.5534,98.04659999999998
11142,74272,2014-06-03,82.8529,132.6,-49.74709999999999
11142,74625,2014-06-15,43.0729,82.8529,-39.78000000000001
11143,60226,2013-11-15,46.7194,,
11143,73429,2014-05-21,6.9394,46.7194,-39.78
11144,51647,2013-06-27,2651.9669,,
11145,51648,2013-06-27,2552.5169,,
11146,52286,2013-07-08,59.6148,,
11146,63829,2014-01-08,59.659,59.6148,0.044199999999996464
11146,66376,2014-02-15,5.514,59.659,-54.144999999999996
11147,44650,2011-10-13,3729.364,,
11147,57004,2013-09-29,2626.5408,3729.364,-1102.8231999999998
11147,68538,2014-03-18,2700.1228,2626.5408,73.58199999999988
11148,53989,2013-08-07,59.659,,
11148,70251,2014-04-09,35.6584,59.659,-24.0006
11148,72191,2014-05-05,44.1779,35.6584,8.5195
11149,59414,2013-11-04,8.0444,,
11149,69162,2014-03-28,27.614,8.0444,19.5696
11149,71957,2014-05-01,9.934,27.614,-17.68
11150,55095,2013-08-27,158.5123,,
11150,59763,2013-11-09,44.1779,158.5123,-114.33440000000002
11150,62170,2013-12-15,9.934,44.1779,-34.243900000000004
11151,44662,2011-10-15,3729.364,,
11151,56269,2013-09-15,2562.7823,3729.364,-1166.5817000000002
11151,68811,2014-03-22,2644.3313,2562.7823,81.54899999999998
11152,51382,2013-06-11,2535.964,,
11153,55189,2013-08-29,74.5765,,
11153,55215,2013-08-29,46.7194,74.5765,-27.857099999999996
11154,51398,2013-06-12,2563.589,,
11155,51324,2013-06-08,2563.589,,
11156,51365,2013-06-10,2640.9169,,
11157,62705,2013-12-24,6.9394,,
11157,66182,2014-02-11,38.675,6.9394,31.735599999999998
11158,51534,2013-06-21,2647.5358,,
11159,65963,2014-02-08,6.9394,,
11159,70285,2014-04-09,46.7194,6.9394,39.78
11160,53121,2013-07-24,2566.1194,,
11161,59239,2013-11-01,60.7419,,
11161,70532,2014-04-13,43.0729,60.7419,-17.669000000000004
11162,52957,2013-07-21,2574.6279,,
11163,57255,2013-10-01,4.409,,
11163,63663,2014-01-05,46.7194,4.409,42.3104
11164,56861,2013-09-27,6.9394,,
11164,63662,2014-01-05,153.0204,6.9394,146.081
11165,58598,2013-10-25,74.5765,,
11165,59536,2013-11-05,38.675,74.5765,-35.9015
11166,68351,2014-03-16,53.0069,,
11166,72475,2014-05-08,44.189,53.0069,-8.817900000000002
11167,51348,2013-06-09,2574.639,,
11167,71758,2014-04-30,879.9557,2574.639,-1694.6833000000001
11168,51469,2013-06-17,2606.9713,,
11168,70924,2014-04-18,858.9607,2606.9713,-1748.0106
11169,58649,2013-10-26,43.0729,,
11169,66984,2014-02-24,46.7194,43.0729,3.646500000000003
11170,64994,2014-01-26,65.4934,,
11170,74158,2014-05-31,108.2458,65.4934,42.75240000000001
11171,45463,2012-01-20,3953.9884,,
11171,51490,2013-06-18,2632.0548,3953.9884,-1321.9336000000003
11171,70299,2014-04-09,835.7447,2632.0548,-1796.3101
11172,57383,2013-10-03,43.0729,,
11172,74581,2014-06-13,99.4058,43.0729,56.3329
11173,53753,2013-08-02,38.675,,
11173,73809,2014-05-26,74.5765,38.675,35.9015
11174,62062,2013-12-13,46.7194,,
11174,62770,2013-12-25,6.9394,46.7194,-39.78
11175,45512,2012-01-28,3953.9884,,
11175,51591,2013-06-24,2587.8769,3953.9884,-1366.1115
11175,69993,2014-04-05,873.2926,2587.8769,-1714.5843000000002
11176,52127,2013-07-05,79.0959,,
11176,52472,2013-07-12,65.7254,79.0959,-13.370500000000007
11176,52535,2013-07-13,26.2769,65.7254,-39.448499999999996
11176,52538,2013-07-13,88.3669,26.2769,62.09
11176,52708,2013-07-16,72.8969,88.3669,-15.469999999999999
11176,53026,2013-07-23,27.614,72.8969,-45.2829
11176,53666,2013-08-01,132.6,27.614,104.98599999999999
11176,54116,2013-08-09,38.5535,132.6,-94.0465
11176,54661,2013-08-19,15.4479,38.5535,-23.1056
11176,55691,2013-09-05,55.239,15.4479,39.7911
11176,55982,2013-09-10,70.6869,55.239,15.447899999999997
11176,57861,2013-10-12,40.0784,70.6869,-30.608499999999992
11176,60065,2013-11-13,51.7472,40.0784,11.668799999999997
11176,60198,2013-11-15,2.5305,51.7472,-49.2167
11176,62958,2013-12-28,6.9394,2.5305,4.4089
11176,63551,2014-01-04,31.4704,6.9394,24.531000000000002
11176,64316,2014-01-16,34.5534,31.4704,3.083000000000002
11176,65702,2014-02-04,44.1779,34.5534,9.624499999999998
