SalesOrderID,OrderDate,CustomerID,TotalDue,RowNumberRank,RankValue,DenseRankValue
48005,2012-09-30,30103,99112.4483,112,112,112
53518,2013-07-31,29559,99023.6736,113,113,113
44284,2011-08-31,29580,98932.197,114,114,114
47986,2012-09-30,29997,98786.051,115,115,115
48307,2012-10-30,29639,98739.7144,116,116,116
50663,2013-04-30,29957,98476.8845,117,117,117
63131,2013-12-31,29818,97928.6039,118,118,118
44788,2011-10-31,29710,97765.7518,119,119,119
48057,2012-09-30,30112,97613.7308,120,120,120
46964,2012-06-30,30117,97424.9805,121,121,121
47718,2012-08-30,29594,97401.3048,122,122,122
57136,2013-09-30,29617,97248.3525,123,123,123
49485,2013-01-28,29639,97224.9592,124,124,124
49856,2013-02-28,29994,97091.1112,125,125,125
44534,2011-10-01,29515,96937.2022,126,126,126
45308,2012-01-01,29861,96861.429,127,127,127
51735,2013-06-30,29564,96800.2419,128,128,128
48788,2012-11-30,29594,96740.1248,129,129,129
71824,2014-05-01,29701,96332.5002,130,130,130
51734,2013-06-30,30103,95639.9897,131,131,131
53465,2013-07-31,29722,95426.0186,132,132,132
58920,2013-10-30,29796,95241.7217,133,133,133
47041,2012-06-30,29924,95172.7396,134,134,134
69454,2014-03-31,29995,94544.5399,135,135,135
69437,2014-03-31,29712,93966.6591,136,136,136
71841,2014-05-01,29770,93791.205,137,137,137
67316,2014-03-01,30048,93410.8386,138,138,138
47683,2012-08-30,29827,93003.7488,139,139,139
69561,2014-03-31,29913,92654.5975,140,140,140
49147,2012-12-31,29924,92513.8498,141,141,141
44761,2011-10-31,29504,92470.0936,142,142,142
63224,2013-12-31,29617,91987.8901,143,143,143
53563,2013-07-31,29715,91737.3896,144,144,144
53562,2013-07-31,29546,91734.9579,145,145,145
51096,2013-05-30,29614,91656.9541,146,146,146
44100,2011-08-01,29690,91512.8507,147,147,147
48740,2012-11-30,29772,91046.0785,148,148,148
46647,2012-05-30,29497,90890.636,149,149,149
58972,2013-10-30,29770,90884.1535,150,150,150
49479,2013-01-28,29701,90736.4249,151,151,151
49843,2013-02-28,29647,90675.5705,152,152,152
71948,2014-05-01,29715,90602.7588,153,153,153
48735,2012-11-30,29827,90186.951,154,154,154
48359,2012-10-30,29707,90167.3302,155,155,155
46988,2012-06-30,29703,89930.0449,156,156,156
71936,2014-05-01,30050,89908.8786,157,157,157
51121,2013-05-30,29489,89678.1892,158,158,158
57012,2013-09-30,29995,89661.1827,159,159,159
48295,2012-10-30,29957,89069.5444,160,160,160
48065,2012-09-30,29924,89031.0812,161,161,161
49076,2012-12-31,29716,89028.3748,162,162,162
50672,2013-04-30,29998,88914.2997,163,163,163
45571,2012-01-29,29562,88863.9705,164,164,164
48311,2012-10-30,29998,88767.0192,165,165,165
51714,2013-06-30,30117,88730.5249,166,166,166
49099,2012-12-31,30117,88479.4098,167,167,167
49879,2013-02-28,30048,88289.6649,168,168,168
49821,2013-02-28,29772,88059.1057,169,169,169
46611,2012-05-30,29580,87984.5334,170,170,170
50270,2013-03-30,29818,87934.4987,171,171,171
58963,2013-10-30,29559,87305.928,172,172,172
47670,2012-08-30,29614,87276.416,173,173,173
51124,2013-05-30,30000,87230.1406,174,174,174
46944,2012-06-30,29818,87179.0499,175,175,175
55297,2013-08-30,30048,87150.1119,176,176,176
51090,2013-05-30,29744,87003.1753,177,177,177
69558,2014-03-31,29615,86486.978,178,178,178
57034,2013-09-30,30117,86193.0846,179,179,179
53530,2013-07-31,29707,85368.6199,180,180,180
46957,2012-06-30,29997,84892.4274,181,181,181
57051,2013-09-30,30103,84763.4917,182,182,182
43890,2011-07-01,29515,84686.9878,183,183,183
49844,2013-02-28,29689,84666.0149,184,184,184
47666,2012-08-30,29580,84508.0939,185,185,185
46094,2012-03-30,29523,84134.3764,186,186,186
67287,2014-03-01,29489,83955.492,187,187,187
47391,2012-07-31,30049,83919.0527,188,188,188
55276,2013-08-30,29987,83900.0234,189,189,189
44523,2011-10-01,29925,83772.7786,190,190,190
57061,2013-09-30,29712,83688.5469,191,191,191
49127,2012-12-31,29616,83549.5837,192,192,192
51089,2013-05-30,29580,83546.8676,193,193,193
71938,2014-05-01,29546,83485.5786,194,194,194
49826,2013-02-28,29580,83298.3584,195,195,195
53527,2013-07-31,29770,83255.4331,196,196,196
47663,2012-08-30,29994,83209.0529,197,197,197
44086,2011-08-01,29722,83091.6136,198,198,198
58909,2013-10-30,29957,82982.2788,199,199,199
46089,2012-03-30,29901,82830.5278,200,200,200
51745,2013-06-30,29919,82706.5451,201,201,201
63201,2013-12-31,30117,82495.6988,202,202,202
45061,2011-12-01,29825,82490.9371,203,203,203
57046,2013-09-30,30107,82333.7853,204,204,204
63171,2013-12-31,29995,82277.6458,205,205,205
48389,2012-10-30,30050,82212.6392,206,206,206
47698,2012-08-30,29497,82081.6877,207,207,207
51855,2013-06-30,29616,81750.2576,208,208,208
51826,2013-06-30,29727,81561.0362,209,209,209
47377,2012-07-31,30043,81546.9865,210,210,210
47694,2012-08-30,29689,81531.1583,211,211,211
47970,2012-09-30,29818,81357.0314,212,212,212
46614,2012-05-30,29692,81289.4617,213,213,213
47045,2012-06-30,29523,81115.0688,214,214,214
59064,2013-10-30,30050,81029.9462,215,215,215
58932,2013-10-30,29557,80984.3252,216,216,216
58908,2013-10-30,29736,80819.7335,217,217,217
48746,2012-11-30,29497,80677.6209,218,218,218
46669,2012-05-30,29587,80667.4989,219,219,219
50322,2013-03-30,29913,80639.0422,220,220,220
51105,2013-05-30,29827,80550.9689,221,221,221
51127,2013-05-30,29497,80254.3456,222,222,222
51860,2013-06-30,29543,80031.2047,223,223,223
46662,2012-05-30,30109,79767.4887,224,224,224
61200,2013-11-30,29987,79741.4859,225,225,225
67266,2014-03-01,29580,79545.0404,226,226,226
58950,2013-10-30,29701,79390.1264,227,227,227
57180,2013-09-30,29615,79362.9543,228,228,228
71894,2014-05-01,29916,79038.3895,229,229,229
49136,2012-12-31,30112,78994.2797,230,230,230
48341,2012-10-30,29793,78835.7251,231,231,231
58914,2013-10-30,29639,78716.423,232,232,232
47001,2012-06-30,29724,78688.2955,233,233,233
50310,2013-03-30,29523,78560.8142,234,234,234
44771,2011-10-31,29921,78461.0295,235,235,235
45553,2012-01-29,29649,77964.0532,236,236,236
69422,2014-03-31,30107,77853.7189,237,237,237
51837,2013-06-30,29609,77823.9958,238,238,238
44547,2011-10-01,29705,77692.7415,239,239,239
53616,2013-07-31,29637,77667.4442,240,240,240
45786,2012-02-29,29614,77594.6803,241,241,241
65206,2014-01-29,29770,77468.3832,242,242,242
59068,2013-10-30,30046,77366.2553,243,243,243
55280,2013-08-30,29994,77065.0055,244,244,244
50312,2013-03-30,29836,76861.5747,245,245,245
69441,2014-03-31,29919,76799.6613,246,246,246
51109,2013-05-30,29693,76533.1626,247,247,247
55245,2013-08-30,29614,76499.1179,248,248,248
47034,2012-06-30,29560,76433.8823,249,249,249
48384,2012-10-30,29562,76390.0216,250,250,250
53605,2013-07-31,29695,76371.1911,251,251,251
65158,2014-01-29,29736,76363.0887,252,252,252
50225,2013-03-30,29712,76290.2841,253,253,253
55257,2013-08-30,29827,76214.1951,254,254,254
44492,2011-10-01,29818,75971.892,255,255,255
44772,2011-10-31,29486,75865.1515,256,256,256
51850,2013-06-30,29608,75829.6463,257,257,257
71952,2014-05-01,30046,75686.7028,258,258,258
45274,2012-01-01,29818,75434.2741,259,259,259
44115,2011-08-01,29525,75293.7194,260,260,260
47708,2012-08-30,30048,75161.8818,261,261,261
49157,2012-12-31,29836,75091.5667,262,262,262
67280,2014-03-01,29827,74857.3005,263,263,263
48069,2012-09-30,29523,74829.8502,264,264,264
63282,2013-12-31,29940,74774.1836,265,265,265
49095,2012-12-31,29818,74722.1944,266,266,266
48010,2012-09-30,29712,74493.7567,267,267,267
71783,2014-05-01,29957,74488.5028,268,268,268
51828,2013-06-30,29924,74353.653,269,269,269
46633,2012-05-30,29647,74091.8828,270,270,270
71836,2014-05-01,29559,74039.529,271,271,271
45555,2012-01-29,29525,74018.1914,272,272,272
46103,2012-03-30,29774,74016.3123,273,273,273
65173,2014-01-29,29639,73885.9783,274,274,274
47450,2012-07-31,29966,73470.9,275,275,275
46072,2012-03-30,29515,73399.9209,276,276,276
71797,2014-05-01,29796,73316.5808,277,277,277
71794,2014-05-01,29722,73045.0853,278,278,278
51151,2013-05-30,29783,73014.4075,279,279,279
44121,2011-08-01,29710,72894.3213,280,280,280
55275,2013-08-30,30000,72873.2643,281,281,281
48076,2012-09-30,29836,72651.9849,282,282,282
53464,2013-07-31,29639,72279.0263,283,283,283
55264,2013-08-30,29489,72017.9942,284,284,284
51169,2013-05-30,29589,72006.6112,285,285,285
57041,2013-09-30,29524,71945.7548,286,286,286
48757,2012-11-30,29580,71911.0781,287,287,287
67278,2014-03-01,29693,71870.6067,288,288,288
69545,2014-03-31,29616,71861.7017,289,289,289
46996,2012-06-30,29513,71753.9051,290,290,290
53566,2013-07-31,29628,71729.8592,291,291,291
53570,2013-07-31,29966,71728.6698,292,292,292
65257,2014-01-29,29916,71637.5464,293,293,293
46672,2012-05-30,29704,71561.0617,294,294,294
53590,2013-07-31,29738,71493.1426,295,295,295
46953,2012-06-30,29627,71396.7886,296,296,296
57030,2013-09-30,29997,71391.5233,297,297,297
59044,2013-10-30,29917,71227.6778,298,298,298
67322,2014-03-01,30070,71215.3607,299,299,299
45328,2012-01-01,29901,71207.6516,300,300,300
45342,2012-01-01,29521,70980.074,301,301,301
67295,2014-03-01,30000,70791.239,302,302,302
55303,2013-08-30,29646,70739.0902,303,303,303
57062,2013-09-30,29919,70647.8942,304,304,304
45564,2012-01-29,29710,70632.8848,305,305,305
49151,2012-12-31,29523,70602.2388,306,306,306
46671,2012-05-30,29783,70498.0388,307,307,307
47422,2012-07-31,29954,70421.6105,308,308,308
46076,2012-03-30,29716,70211.2189,309,309,309
46057,2012-03-30,29703,70140.5883,310,310,310
44294,2011-08-31,30067,69900.1415,311,311,311
61189,2013-11-30,29827,69743.9973,312,312,312
45329,2012-01-01,29507,69598.4079,313,313,313
46638,2012-05-30,29889,69535.3981,314,314,314
69503,2014-03-31,29924,69323.6906,315,315,315
47409,2012-07-31,29486,69291.7744,316,316,316
53483,2013-07-31,29557,69028.0591,317,317,317
53614,2013-07-31,29956,69019.98,318,318,318
51789,2013-06-30,29643,68951.9035,319,319,319
45317,2012-01-01,29716,68918.2404,320,320,320
45321,2012-01-01,29522,68896.7026,321,321,321
58918,2013-10-30,29722,68874.5944,322,322,322
69426,2014-03-31,30103,68864.1156,323,323,323
55233,2013-08-30,29772,68832.4527,324,324,324
69412,2014-03-31,30117,68826.1277,325,325,325
69433,2014-03-31,29564,68667.3663,326,326,326
51122,2013-05-30,29772,68547.4812,327,327,327
48089,2012-09-30,29913,68500.2118,328,328,328
47696,2012-08-30,30000,68210.0597,329,329,329
55241,2013-08-30,29580,68175.7662,330,330,330
47398,2012-07-31,30083,67883.4785,331,331,331
63213,2013-12-31,29919,67693.547,332,332,332
71902,2014-05-01,29929,67670.384,333,333,333
46358,2012-04-30,29486,67656.4546,334,334,334
58943,2013-10-30,30049,67541.1313,335,335,335
44797,2011-10-31,29966,67518.8195,336,336,336
50206,2013-03-30,29997,67397.5226,337,337,337
48056,2012-09-30,29560,67121.2511,338,338,338
47052,2012-06-30,29836,67022.2639,339,339,339
50668,2013-04-30,29722,66963.2766,340,340,340
51143,2013-05-30,29587,66876.6357,341,341,341
46668,2012-05-30,29992,66861.4015,342,342,342
47439,2012-07-31,29637,66759.2041,343,343,343
49848,2013-02-28,30000,66757.2973,344,344,344
65163,2014-01-29,29629,66718.7431,345,345,345
45796,2012-02-29,29811,66548.9795,346,346,346
46356,2012-04-30,29921,66414.6274,347,347,347
67270,2014-03-01,29614,66148.9905,348,348,348
65248,2014-01-29,29715,66120.6124,349,349,349
45577,2012-01-29,29715,66105.3595,350,350,350
53485,2013-07-31,29488,65910.6732,351,351,351
44570,2011-10-01,29885,65872.3967,352,352,352
46992,2012-06-30,29919,65766.0724,353,353,353
51814,2013-06-30,29706,65741.4458,354,354,354
51751,2013-06-30,29725,65705.6659,355,355,355
65303,2014-01-29,29929,65579.7239,356,356,356
47008,2012-06-30,29601,65561.5225,357,357,357
50688,2013-04-30,29793,65492.6682,358,358,358
45344,2012-01-01,29885,65434.5791,359,359,359
50703,2013-04-30,29707,65363.8828,360,360,360
51140,2013-05-30,30109,65292.2437,361,361,361
71805,2014-05-01,29488,65263.2967,362,362,362
71904,2014-05-01,29695,65137.801,363,363,363
44538,2011-10-01,29716,65105.6812,364,364,364
59063,2013-10-30,29546,65070.2422,365,365,365
44285,2011-08-31,29898,65037.6996,366,366,366
44520,2011-10-01,29703,64981.7034,367,367,367
55277,2013-08-30,29497,64826.3865,368,368,368
46997,2012-06-30,29789,64799.4164,369,369,369
61199,2013-11-30,29497,64738.3687,370,370,370
61227,2013-11-30,29489,64663.4261,371,371,371
67304,2014-03-01,29994,64658.003,372,372,372
47066,2012-06-30,29885,64643.6162,373,373,373
51752,2013-06-30,30101,64531.1148,374,374,374
67324,2014-03-01,29589,64488.2624,375,375,375
53470,2013-07-31,29660,64453.9897,376,376,376
46648,2012-05-30,29937,64407.3379,377,377,377
45338,2012-01-01,29617,64342.9523,378,378,378
51147,2013-05-30,29704,64262.9075,379,379,379
71918,2014-05-01,29917,64254.7354,380,380,380
49498,2013-01-28,29998,64243.0161,381,381,381
69475,2014-03-31,29643,64195.7045,382,382,382
51120,2013-05-30,29941,64168.1167,383,383,383
45560,2012-01-29,29834,64143.5534,384,384,384
71839,2014-05-01,29563,64129.7735,385,385,385
49870,2013-02-28,30109,64070.2608,386,386,386
47447,2012-07-31,29546,63986.4097,387,387,387
58958,2013-10-30,29625,63769.765,388,388,388
47438,2012-07-31,29956,63763.0613,389,389,389
58962,2013-10-30,29843,63717.9354,390,390,390
45542,2012-01-29,29690,63507.9595,391,391,391
46105,2012-03-30,29885,63500.4848,392,392,392
65191,2014-01-29,29488,63426.4562,393,393,393
50226,2013-03-30,29703,63265.6899,394,394,394
61193,2013-11-30,29772,63259.6482,395,395,395
59071,2013-10-30,29715,63203.5232,396,396,396
47065,2012-06-30,29913,63052.1356,397,397,397
51825,2013-06-30,29792,63029.9457,398,398,398
49166,2012-12-31,29913,63011.7428,399,399,399
53514,2013-07-31,29550,62973.8414,400,400,400
65271,2014-01-29,29546,62804.8831,401,401,401
46049,2012-03-30,30117,62770.1045,402,402,402
51769,2013-06-30,29601,62756.8287,403,403,403
44129,2011-08-01,29966,62725.3407,404,404,404
58961,2013-10-30,29550,62704.3022,405,405,405
47458,2012-07-31,29739,62642.9228,406,406,406
67294,2014-03-01,29689,62443.3527,407,407,407
45550,2012-01-29,29486,61904.5716,408,408,408
61244,2013-11-30,30070,61866.5725,409,409,409
63241,2013-12-31,29615,61861.1126,410,410,410
46994,2012-06-30,30060,61834.9438,411,411,411
47403,2012-07-31,29559,61719.7486,412,412,412
45291,2012-01-01,30117,61426.8586,413,413,413
48778,2012-11-30,30048,61333.7958,414,414,414
55299,2013-08-30,30070,61329.4926,415,415,415
45527,2012-01-29,29639,61320.0951,416,416,416
63257,2013-12-31,29924,61204.9618,417,417,417
51154,2013-05-30,29992,61090.6927,418,418,418
53524,2013-07-31,29563,61089.359,419,419,419
48349,2012-10-30,29486,61020.2059,420,420,420
69532,2014-03-31,29522,60965.9531,421,421,421
47056,2012-06-30,29853,60959.0476,422,422,422
48750,2012-11-30,29614,60871.0875,423,423,423
49118,2012-12-31,30103,60728.8293,424,424,424
57099,2013-09-30,29643,60715.3108,425,425,425
71835,2014-05-01,29843,60662.8527,426,426,426
53560,2013-07-31,29916,60662.6797,427,427,427
57168,2013-09-30,29616,60662.2613,428,428,428
51748,2013-06-30,29996,60652.5416,429,429,429
67273,2014-03-01,29744,60603.5735,430,430,430
59008,2013-10-30,29932,60357.7954,431,431,431
65237,2014-01-29,29701,60273.9588,432,432,432
53452,2013-07-31,29843,60250.3048,433,433,433
65201,2014-01-29,29917,60244.0493,434,434,434
46938,2012-06-30,30108,60197.3203,435,435,435
45801,2012-02-29,29958,60170.4748,436,436,436
71898,2014-05-01,29932,59966.6958,437,437,437
47004,2012-06-30,30044,59874.7083,438,438,438
51824,2013-06-30,29968,59810.9802,439,439,439
50313,2013-03-30,29853,59784.6491,440,440,440
71833,2014-05-01,29550,59770.9041,441,441,441
45064,2011-12-01,29497,59713.6183,442,442,442
65160,2014-01-29,29957,59608.8694,443,443,443
46053,2012-03-30,29582,59545.6292,444,444,444
51716,2013-06-30,29524,59511.218,445,445,445
67320,2014-03-01,29646,59505.4375,446,446,446
43902,2011-07-01,29507,59486.4175,447,447,447
65234,2014-01-29,29550,59404.9998,448,448,448
47721,2012-08-30,29587,59362.3164,449,449,449
59012,2013-10-30,29916,59351.9986,450,450,450
61182,2013-11-30,29580,59329.3078,451,451,451
65199,2014-01-29,29843,59214.0859,452,452,452
58919,2013-10-30,29660,59065.2198,453,453,453
48035,2012-09-30,29618,58881.9766,454,454,454
65282,2014-01-29,29932,58762.7127,455,455,455
50753,2013-04-30,29562,58747.4862,456,456,456
46940,2012-06-30,29895,58700.7642,457,457,457
47037,2012-06-30,29705,58619.0956,458,458,458
67292,2014-03-01,29772,58591.5352,459,459,459
51720,2013-06-30,30055,58307.8201,460,460,460
47354,2012-07-31,29714,58225.5532,461,461,461
71820,2014-05-01,30049,58129.9601,462,462,462
53583,2013-07-31,29702,57923.5832,463,463,463
48386,2012-10-30,29546,57874.7924,464,464,464
46098,2012-03-30,29787,57825.5764,465,465,465
57121,2013-09-30,29924,57816.8187,466,466,466
61248,2013-11-30,30048,57796.7618,467,467,467
55249,2013-08-30,29744,57788.8395,468,468,468
69521,2014-03-31,29727,57694.8654,469,469,469
43897,2011-07-01,29522,57683.2312,470,470,470
47685,2012-08-30,29647,57652.3196,471,471,471
45334,2012-01-01,29523,57577.7682,472,472,472
48012,2012-09-30,29703,57550.3009,473,473,473
45315,2012-01-01,29515,57525.3938,474,474,474
48363,2012-10-30,29954,57452.3567,475,475,475
51106,2013-05-30,30116,57441.8455,476,476,476
57075,2013-09-30,30059,57438.3505,477,477,477
43898,2011-07-01,29705,57391.4284,478,478,478
71792,2014-05-01,29639,57368.8253,479,479,479
49160,2012-12-31,29853,57368.1409,480,480,480
46970,2012-06-30,30094,57366.7308,481,481,481
44541,2011-10-01,30004,57231.0827,482,482,482
46086,2012-03-30,29705,57178.1077,483,483,483
45549,2012-01-29,29921,57157.62,484,484,484
50214,2013-03-30,30094,57109.5364,485,485,485
58956,2013-10-30,29964,57071.7654,486,486,486
51157,2013-05-30,29658,56975.0456,487,487,487
63149,2013-12-31,29997,56910.8708,488,488,488
51146,2013-05-30,30051,56844.5342,489,489,489
69451,2014-03-31,29561,56792.4206,490,490,490
51703,2013-06-30,29627,56754.558,491,491,491
67321,2014-03-01,30051,56733.4964,492,492,492
48392,2012-10-30,29966,56715.0025,493,493,493
46980,2012-06-30,30076,56702.8765,494,494,494
49161,2012-12-31,29617,56596.0322,495,495,495
69533,2014-03-31,29896,56578.0186,496,496,496
71907,2014-05-01,29738,56556.6014,497,497,497
47359,2012-07-31,29950,56546.4344,498,498,498
53571,2013-07-31,29645,56498.2214,499,499,499
46333,2012-04-30,29639,56472.8163,500,500,500
46620,2012-05-30,29844,56379.7647,501,501,501
57086,2013-09-30,29786,56283.8576,502,502,502
50722,2013-04-30,29546,56147.0558,503,503,503
48080,2012-09-30,29853,56071.6643,504,504,504
69408,2014-03-31,29997,55992.0957,505,505,505
48339,2012-10-30,30083,55974.9866,506,506,506
51726,2013-06-30,29942,55908.3728,507,507,507
69520,2014-03-31,29910,55900.0851,508,508,508
55269,2013-08-30,29689,55864.4473,509,509,509
47965,2012-09-30,29888,55842.0357,510,510,510
47009,2012-06-30,29618,55759.6405,511,511,511
51092,2013-05-30,29692,55690.8386,512,512,512
47417,2012-07-31,29938,55609.3095,513,513,513
47975,2012-09-30,29509,55601.1616,514,514,514
46948,2012-06-30,29509,55440.052,515,515,515
43869,2011-07-01,30107,55408.1581,516,516,516
49849,2013-02-28,29497,55388.0259,517,517,517
57045,2013-09-30,29942,55385.6976,518,518,518
61188,2013-11-30,30116,55317.9431,519,519,519
44119,2011-08-01,29834,55277.8557,520,520,520
44549,2011-10-01,29880,55212.4098,521,521,521
58931,2013-10-30,29488,55204.4412,522,522,522
47716,2012-08-30,30109,55147.3945,523,523,523
53513,2013-07-31,29625,55084.8357,524,524,524
46045,2012-03-30,29749,55083.0127,525,525,525
53561,2013-07-31,29492,54892.7877,526,526,526
46325,2012-04-30,29967,54889.6182,527,527,527
49053,2012-12-31,29997,54887.5167,528,528,528
46993,2012-06-30,29996,54842.8645,529,529,529
69511,2014-03-31,29609,54747.0981,530,530,530
46967,2012-06-30,30045,54663.8635,531,531,531
63157,2013-12-31,30107,54627.2786,532,532,532
48325,2012-10-30,29651,54611.5389,533,533,533
47724,2012-08-30,29783,54538.2759,534,534,534
46931,2012-06-30,29955,54434.5173,535,535,535
47456,2012-07-31,30046,54376.4439,536,536,536
65312,2014-01-29,30071,54366.0901,537,537,537
55234,2013-08-30,29825,54244.2389,538,538,538
44801,2011-10-31,29715,54234.664,539,539,539
46387,2012-04-30,29715,54191.5037,540,540,540
49831,2013-02-28,29744,54010.8625,541,541,541
47675,2012-08-30,29844,53979.995,542,542,542
71796,2014-05-01,29660,53899.6626,543,543,543
47435,2012-07-31,29702,53889.3084,544,544,544
48087,2012-09-30,29885,53883.4153,545,545,545
46933,2012-06-30,29888,53852.7385,546,546,546
55309,2013-08-30,29589,53747.629,547,547,547
44563,2011-10-01,29617,53733.7469,548,548,548
46100,2012-03-30,29617,53660.6032,549,549,549
53520,2013-07-31,29917,53658.0588,550,550,550
48033,2012-09-30,29601,53583.1341,551,551,551
55325,2013-08-30,29737,53537.0611,552,552,552
63285,2013-12-31,29616,53409.9914,553,553,553
51774,2013-06-30,29786,53390.7048,554,554,554
46608,2012-05-30,29734,53379.5867,555,555,555
47042,2012-06-30,29507,53375.5838,556,556,556
44776,2011-10-31,29938,53342.2783,557,557,557
